,logFC,AveExpr,t,P.Value,adj.P.Val,B
FAM107B,-0.12259368,7.45519262,-1.193949246,0.234934258,0.279239253,-7.14923608
ZNF564,-0.11291294,3.373643184,-1.195788159,0.234218482,0.278474408,-6.876637485
FLJ44635,-0.337075473,1.447585103,-1.196008488,0.234132826,0.278394047,-6.469618283
RFX1,-0.104491655,4.412855933,-1.197051617,0.233727602,0.277955113,-7.083646372
NCAPH2,-0.088055324,5.253328377,-1.197439129,0.233577194,0.277797682,-7.168742632
AZGP1,-0.498919786,4.492027733,-1.198260893,0.233258467,0.277440025,-7.093356818
ITSN1,-0.109094033,4.98353344,-1.19846543,0.233179184,0.277367134,-7.147046863
SHC2,-0.195459731,3.87353667,-1.198881974,0.233017783,0.277196544,-6.984332142
LOC90834,-0.223151414,-0.122443836,-1.199967761,0.232597442,0.276739236,-6.211986206
MYH9,-0.137371729,10.59487602,-1.200920198,0.232229175,0.276343752,-6.96039475
C20orf12,-0.192913514,1.797148789,-1.200920576,0.232229029,0.276343752,-6.525362842
UNC5C,-0.251698301,0.661362431,-1.201821726,0.231880979,0.275993348,-6.334042503
PHYH,-0.122642686,4.85449005,-1.201950735,0.231831182,0.275955393,-7.131018572
RUFY2,-0.086807212,3.859224362,-1.202104382,0.231771886,0.275906122,-6.977490844
USP20,-0.081343925,4.778749086,-1.202494213,0.231621489,0.275791001,-7.122715066
PPIEL,-0.24009559,0.726084134,-1.203812083,0.231113574,0.275207494,-6.342236395
SDR39U1,-0.098429131,4.333734642,-1.2080954,0.229468296,0.273311674,-7.058484025
APAF1,-0.10083035,4.713548645,-1.208855932,0.22917705,0.272985881,-7.108063983
KRCC1,-0.106861963,5.327287913,-1.209778327,0.228824177,0.272607698,-7.158607061
07-Mar,-0.074804741,6.422598027,-1.210066868,0.228713872,0.272518424,-7.178383974
ATF1,-0.097234699,4.723220104,-1.211006899,0.228354781,0.272111597,-7.106551059
FZD2,-0.219337055,2.955263377,-1.211057677,0.228335395,0.272109538,-6.760478691
NNMT,-0.250599281,7.111959611,-1.211311341,0.228238571,0.272015188,-7.146783928
CTU1,-0.138160968,0.94599137,-1.211933293,0.228001296,0.271753421,-6.368526301
CDK18,-0.131511524,5.017277291,-1.212920768,0.22762494,0.271367811,-7.132580576
MYB,-0.298930278,2.430686653,-1.213084269,0.227562668,0.271314562,-6.639825018
BST2,-0.184495153,6.715056873,-1.213350515,0.227461291,0.271214677,-7.163763308
FOXK1,-0.136879965,5.725704773,-1.215079427,0.226803773,0.270451609,-7.170498378
CCDC122,-0.162751635,1.251293435,-1.215489015,0.226648205,0.270287018,-6.414099906
NGRN,-0.080377235,6.996709946,-1.216246246,0.2263608,0.269986063,-7.146782457
ZNF708,-0.134045456,2.760860505,-1.220029083,0.224928979,0.268486101,-6.704910113
WDR54,-0.215437409,3.566462409,-1.221416955,0.22440531,0.267923283,-6.89030917
ELOVL7,-0.215074617,3.529000657,-1.221521182,0.224366018,0.267897129,-6.881645061
SMARCC2,-0.0900409,6.915527406,-1.221744208,0.22428196,0.267817513,-7.144195334
SHOC2,-0.075291468,5.83593259,-1.222443527,0.224018534,0.267523683,-7.164567906
RBM43,-0.119600778,3.608419471,-1.22376536,0.223521225,0.266971174,-6.896945674
ZNF425,-0.134019898,1.453828529,-1.225065485,0.223032865,0.266532489,-6.435825647
TIMP4,-0.359418368,-0.887286312,-1.226513843,0.222489736,0.265945301,-6.067997764
DHPS,-0.079050933,5.162222876,-1.229740759,0.221283104,0.264585089,-7.123495232
IRX5,-0.330543777,3.20770107,-1.231932117,0.220466408,0.263710886,-6.794173444
SEC11A,-0.120027979,6.816856586,-1.232142634,0.220388067,0.263658109,-7.136285415
CLIP1,-0.118851828,6.585132444,-1.232417452,0.220285826,0.26357672,-7.145904522
FAM113A,-0.121346677,4.332119027,-1.232462265,0.220269157,0.26357672,-7.028669658
L3MBTL2,-0.071293402,5.271365092,-1.234678234,0.219446055,0.262673893,-7.124879317
G0S2,-0.304777025,4.24083463,-1.234766451,0.219413334,0.262655129,-7.011011066
PDGFRA,-0.215552084,6.04438579,-1.234808125,0.219397877,0.262655129,-7.152537089
NBEA,-0.270096506,3.171316024,-1.235600818,0.219104029,0.262325622,-6.781128452
ACADM,-0.109658471,5.602545647,-1.239561189,0.217640222,0.260694584,-7.136202244
BRPF1,-0.094416864,4.676173536,-1.244141074,0.215956331,0.25885867,-7.060819318
ATP6V0E1,-0.115511662,7.53065228,-1.245336338,0.215518435,0.258394078,-7.082829322
EHBP1,-0.11255466,5.311766255,-1.24601651,0.215269537,0.25815592,-7.113425795
HNRNPA0,-0.083771629,7.409577032,-1.246200862,0.215202113,0.258095148,-7.088306613
MAPK7,-0.104335672,4.42226048,-1.246547539,0.215075362,0.25796321,-7.024897912
PTPN22,-0.249882457,3.311119098,-1.246902074,0.214945794,0.257847944,-6.800033209
MMGT1,-0.06770465,5.724931479,-1.247354163,0.214780657,0.257689966,-7.130964121
TSPAN3,-0.133584879,8.474846453,-1.24744504,0.214747473,0.257670214,-7.026820099
KLHL20,-0.082220458,4.574763587,-1.248285541,0.21444074,0.257322208,-7.043399717
MAPK1IP1L,-0.100000961,6.764894153,-1.250250846,0.213724768,0.256582944,-7.116343107
CSTF2T,-0.084648485,5.254034102,-1.25111839,0.213409273,0.256264077,-7.103441873
COL4A2,-0.213527302,8.877159172,-1.253483867,0.212550764,0.25529285,-6.995718641
GLI1,-0.319255124,0.571464133,-1.253682401,0.212478825,0.255226338,-6.256509968
ALDH9A1,-0.099826078,6.63858495,-1.257402215,0.211134231,0.253690331,-7.112885047
DTX3,-0.166537652,4.461056405,-1.260900882,0.209875272,0.252256294,-7.012517745
LMTK2,-0.185819584,4.724981875,-1.261123018,0.209795525,0.252180113,-7.045172803
GK,-0.184419893,4.331994848,-1.261426352,0.209686664,0.252088586,-6.992765424
FMR1,-0.076240751,5.692518346,-1.26186016,0.20953105,0.251940814,-7.111809941
NYNRIN,-0.196350478,5.494925186,-1.262687889,0.209234365,0.251623347,-7.102668066
C17orf81,-0.092237116,4.679387231,-1.263398818,0.208979791,0.25135643,-7.037199216
GABBR1,-0.239967775,3.416282751,-1.264303139,0.208656294,0.251026114,-6.802853926
ARMC9,-0.128337557,3.994370132,-1.267236851,0.207609369,0.249844621,-6.925214125
SUOX,-0.099597341,4.865540878,-1.268255924,0.207246607,0.249466506,-7.050682434
DBP,-0.168664688,3.398496575,-1.271680106,0.206031105,0.248100284,-6.789437294
C15orf61,-0.121408434,2.1103919,-1.27250341,0.205739636,0.247788026,-6.49889659
RANBP6,-0.094884138,4.729799034,-1.273457519,0.205402238,0.247420347,-7.0301769
C1orf95,-0.402020135,-0.825639844,-1.274447445,0.205052606,0.247037812,-6.017758915
KIAA1324,-0.455186154,5.106209065,-1.274510229,0.205030446,0.247030428,-7.063609831
ASB2,-0.243894921,1.275073926,-1.274699714,0.204963577,0.246988483,-6.345045824
APP,-0.133416368,9.665165619,-1.280546544,0.202908126,0.244549838,-6.915724857
LOC339535,-0.492488703,-1.311188905,-1.281415306,0.202604016,0.244202415,-5.941937304
TSNARE1,-0.144509777,3.341913901,-1.28172781,0.202494706,0.244089754,-6.763534648
TIGD4,-0.28229109,-1.041372933,-1.282720405,0.202147798,0.243747853,-5.977170863
TTC32,-0.193901183,1.294652544,-1.283557668,0.201855519,0.24347163,-6.337037825
INPP5D,-0.202060979,5.170832133,-1.283925339,0.201727267,0.243335984,-7.056444586
TMEM18,-0.108228961,4.607812596,-1.284638543,0.201478659,0.243074151,-7.001786426
AMBP,-0.508790146,-0.883136245,-1.285036601,0.201340003,0.242927673,-5.996329549
LRRC37B,-0.130341009,2.338763244,-1.28559233,0.201146542,0.242730479,-6.530195741
KDM2B,-0.102603728,4.960048261,-1.286316846,0.20089453,0.242464341,-7.036503243
SEC63,-0.069852932,6.858718744,-1.288424263,0.200162823,0.241619074,-7.063810192
ZNF454,-0.31260791,-0.644011103,-1.289867988,0.199662692,0.241037466,-6.024271685
FKBP1AP1,-0.311861101,-0.644106067,-1.290575448,0.199417954,0.240776516,-6.02336053
AAK1,-0.117410257,5.486792496,-1.290711367,0.19937096,0.240747169,-7.066733529
EFNA1,-0.176370957,7.12501162,-1.291419744,0.199126169,0.240480742,-7.046481633
PCDHA13,-0.381886105,0.093506233,-1.291672017,0.199039047,0.240394365,-6.132682689
TUBB2C,-0.138284713,8.246009076,-1.292279886,0.198829234,0.240159782,-6.983560196
KCTD11,-0.108225152,4.623127576,-1.29288085,0.198621965,0.239947043,-6.993104541
IFI44L,-0.262202475,4.626838714,-1.293377164,0.198450911,0.239759195,-6.992916943
SLTM,-0.112216485,6.245300018,-1.2951337,0.197846397,0.239047591,-7.07602843
FOXJ1,-0.425155796,4.507079915,-1.295939709,0.197569466,0.238750428,-6.974362274
TSPAN31,-0.161871073,5.966389739,-1.295946888,0.197567,0.238750428,-7.074943432
DCXR,-0.148905957,5.36775429,-1.296362512,0.197424312,0.238640808,-7.053162736
SMAGP,-0.17373231,4.255185263,-1.296471193,0.197387014,0.23862351,-6.935855346
ZAP70,-0.275598328,2.463939603,-1.296631511,0.197332003,0.238575723,-6.543143239
CEP63,-0.082633449,4.391922365,-1.298207772,0.196791738,0.237941207,-6.955174761
SRBD1,-0.070324728,4.180226136,-1.298449558,0.196708963,0.237859786,-6.920433638
DNAJA4,-0.242793913,4.915689318,-1.299594515,0.196317338,0.237423496,-7.015448045
C6orf204,-0.20116895,0.906595533,-1.300156722,0.196125251,0.237228424,-6.252566206
GDF5,-0.368746563,0.44042006,-1.300837122,0.195892968,0.23696606,-6.175923644
MFSD6,-0.120278967,6.439475505,-1.301594332,0.195634704,0.236672224,-7.063685941
PODN,-0.253398123,5.605732532,-1.302962382,0.195168738,0.236145591,-7.056261637
CNOT8,-0.104555706,6.537124586,-1.304504587,0.194644444,0.235585209,-7.056813379
C1orf52,-0.102188555,3.946044692,-1.306880956,0.193838613,0.234646742,-6.864869465
UBL7,-0.09519274,5.205351456,-1.308146879,0.193410351,0.234165109,-7.027706801
CCDC40,-0.330983936,2.439498293,-1.312260737,0.192023492,0.232632233,-6.51763372
NAGLU,-0.11992202,5.567773961,-1.312653093,0.191891609,0.232490738,-7.042096084
DNAJC28,-0.156662105,0.318561022,-1.313965464,0.191450972,0.231993354,-6.139520238
DBT,-0.097231955,4.973898073,-1.316373992,0.190644255,0.23108849,-6.998898706
P4HTM,-0.125641132,5.001214053,-1.321851118,0.188819179,0.229074441,-6.994084156
SPHK2,-0.097619987,3.858463779,-1.324355425,0.187989061,0.228193102,-6.824000743
SRP14,-0.091540973,7.419820286,-1.325002447,0.187775032,0.227969215,-6.987158006
GRIN2A,-0.527783861,-0.878369231,-1.325788773,0.187515169,0.227689603,-5.944754477
ZMAT5,-0.118317595,3.865043832,-1.326812584,0.187177225,0.227297166,-6.82214742
TPRA1,-0.08696366,5.168965834,-1.326926791,0.187139555,0.227269331,-7.000591068
FAM46C,-0.225199491,5.859846748,-1.327525933,0.186942029,0.227059317,-7.032011927
PI4KAP1,-0.185345958,3.308181563,-1.327657747,0.186898593,0.227030373,-6.696243113
WDR41,-0.097124889,4.657916737,-1.328466005,0.186632419,0.226742792,-6.950993737
TDRD6,-0.27322185,-0.752544264,-1.331182258,0.185739984,0.225729744,-5.955518306
C11orf59,-0.108407272,6.628768202,-1.334079938,0.184791469,0.224641339,-7.014632788
CAPN2,-0.125933095,8.985207956,-1.335802036,0.184229487,0.224017707,-6.883609076
PDP2,-0.121070299,2.881239523,-1.335895373,0.184199065,0.223998389,-6.585715172
ZNF133,-0.104936345,3.477486473,-1.336053111,0.18414766,0.22395355,-6.724497867
RAGE,-0.237424845,2.367789231,-1.336808993,0.183901476,0.223671803,-6.469951281
NOS3,-0.277800293,4.015274144,-1.337426171,0.183700649,0.22346282,-6.838646761
LOC100190986,-0.25780133,2.490257039,-1.338872023,0.183230822,0.222908894,-6.49379159
LOC284578,-0.414385209,0.701818327,-1.33924501,0.183109767,0.222779212,-6.168235331
C20orf4,-0.068457985,5.703859861,-1.340152259,0.182815564,0.222441783,-7.011068129
ZNF773,-0.130791547,2.34678016,-1.34049873,0.182703304,0.222337354,-6.460554252
NPIPL3,-0.243195523,4.279115082,-1.342811326,0.181955327,0.221497084,-6.879156275
APPL2,-0.109535175,5.132788495,-1.342918312,0.18192078,0.221472525,-6.976777769
ECH1,-0.112433921,7.137129833,-1.344346507,0.181460066,0.220998942,-6.976630285
YAF2,-0.095959518,3.731834547,-1.344920286,0.181275221,0.220826179,-6.769796205
DRAM2,-0.106538692,5.519838224,-1.348844334,0.180014869,0.219325516,-6.992171376
CD6,-0.253980935,3.579969659,-1.349039844,0.179952246,0.219266554,-6.730641736
AMZ2P1,-0.135224901,2.876139741,-1.350316575,0.179543709,0.218872602,-6.565364294
PAK4,-0.126507226,6.0786153,-1.351658246,0.179115145,0.21845385,-7.002626503
CROCCL2,-0.25301755,1.082945158,-1.353026565,0.178678864,0.217956249,-6.212141597
KHNYN,-0.107715892,6.425134547,-1.35475314,0.178129497,0.217337037,-6.994038862
COL14A1,-0.295133003,5.501990633,-1.355689005,0.177832254,0.217009426,-6.98215798
YTHDC1,-0.079772604,6.123112061,-1.356188071,0.177673897,0.216833353,-6.996574859
FAM108B1,-0.088817494,4.163386186,-1.356725929,0.17750335,0.216642374,-6.840704514
RAB3IP,-0.212962849,4.967934123,-1.357528945,0.177248955,0.216366159,-6.943800942
SPAG17,-0.589947995,0.950923906,-1.363101228,0.175491232,0.214339374,-6.177108551
MACROD1,-0.163507377,2.87805817,-1.363591816,0.175337113,0.21418509,-6.547978353
BLCAP,-0.102352952,6.007940692,-1.365949517,0.174597869,0.213332791,-6.982947384
KIAA0430,-0.10520741,6.451357701,-1.368937061,0.173664529,0.212293383,-6.974135066
BCL2,-0.239781428,3.863910786,-1.370060314,0.173314591,0.211899226,-6.764116846
NR6A1,-0.292497107,-1.178997102,-1.370338892,0.173227886,0.211810023,-5.844277119
CCDC74A,-0.363774193,1.709237541,-1.370611503,0.173143069,0.211723115,-6.293385949
USP22,-0.12126155,7.757408595,-1.372649841,0.172509886,0.211015823,-6.905038526
ADAMTS10,-0.242273465,2.168740567,-1.373452746,0.172260956,0.210744787,-6.378788716
ALKBH5,-0.082234695,6.7242417,-1.374080716,0.172066452,0.210556978,-6.956906562
C12orf5,-0.111788151,4.179654166,-1.374092578,0.17206278,0.210556978,-6.820108575
PPP1R3F,-0.178312403,1.879133481,-1.374362645,0.171979183,0.210517056,-6.319861463
RAB39B,-0.28074288,0.641406659,-1.374622031,0.171898922,0.210435525,-6.111105385
SLC26A11,-0.126753054,4.169026177,-1.374961782,0.171793836,0.210323589,-6.817031391
SELK,-0.127382225,4.839354821,-1.37874606,0.170626643,0.208977632,-6.903060145
DOCK10,-0.239518146,4.477821188,-1.378842365,0.170597018,0.208957957,-6.860412942
GRINL1A,-0.09444843,5.538336517,-1.38052966,0.170078614,0.20837267,-6.950145279
SLC9A8,-0.119113696,4.869795221,-1.381770271,0.169698213,0.20795622,-6.901877292
TMEM120B,-0.119042405,4.392760997,-1.382417217,0.1695001,0.207729962,-6.843384655
NCRNA00107,-0.283931977,-1.035903672,-1.386288793,0.168318187,0.206379954,-5.84235861
PLDN,-0.093711369,5.852542117,-1.388517054,0.167640791,0.205565735,-6.949728942
CD14,-0.254893309,6.783743554,-1.389096369,0.167465018,0.205366539,-6.933662958
EXTL2,-0.142864237,3.90920335,-1.389815293,0.167247081,0.205115601,-6.746529124
SOCS7,-0.205465479,1.528435822,-1.39065857,0.166991723,0.204867642,-6.234364562
CACNA2D4,-0.170533554,1.380337129,-1.39177241,0.166654888,0.204486967,-6.208130896
PPP4R1,-0.10823462,7.035288698,-1.392652194,0.166389199,0.204193483,-6.916404108
LOC100271831,-0.41110537,0.403376397,-1.393042248,0.166271509,0.204065304,-6.047647477
SH3YL1,-0.160896538,5.652418622,-1.39338043,0.166169522,0.203956378,-6.937167903
PTGER1,-0.350549026,-0.61279986,-1.394026267,0.165974885,0.203733709,-5.891501434
GALNT11,-0.106778333,5.833185916,-1.39592502,0.165403662,0.203082248,-6.939079599
ARL8A,-0.081580701,6.008115832,-1.396423794,0.165253859,0.202929474,-6.941238024
FRZB,-0.26689513,3.830345247,-1.396877184,0.165117777,0.202778525,-6.720342145
RBM16,-0.086555121,5.697244353,-1.397354116,0.16497472,0.202618988,-6.933237602
ADAM23,-0.398876526,-0.666300579,-1.397824336,0.16483377,0.202462011,-5.878606153
HIVEP1,-0.156170799,5.025984166,-1.39788056,0.164816923,0.202457456,-6.89367506
PIGH,-0.103188101,3.77105289,-1.398104945,0.1647497,0.202391014,-6.706027735
GIPR,-0.358370406,-0.578770369,-1.398724544,0.164564185,0.202179231,-5.889983885
GOLGA8A,-0.321571435,4.754278959,-1.399531028,0.164322954,0.201898957,-6.865710961
UNC5B,-0.225598681,5.614651453,-1.399973399,0.164190748,0.201768695,-6.926604817
ALDH3A1,-0.774559569,2.925128204,-1.400393421,0.164065297,0.201630611,-6.508536928
PECI,-0.146701558,5.097242628,-1.400443531,0.164050336,0.201628304,-6.895854155
C12orf62,-0.143152449,5.124305096,-1.400879908,0.163920086,0.201484289,-6.897330594
LRRC37A4,-0.259560875,3.399663403,-1.401192234,0.163826912,0.201401892,-6.618215715
LETMD1,-0.111476683,5.306355767,-1.4015887,0.163708695,0.201283244,-6.908762005
AGPAT3,-0.093946967,6.715686702,-1.402195343,0.163527934,0.201098513,-6.918613709
DPH1,-0.089381721,4.536370182,-1.404396972,0.162873198,0.200325324,-6.833075452
PHF15,-0.132981027,5.982925968,-1.405037584,0.162683064,0.200107441,-6.929036181
GRIN2C,-0.346509096,-1.005060093,-1.405186942,0.16263876,0.200090201,-5.820783262
PCDHAC1,-0.342962548,1.580817016,-1.405741222,0.162474421,0.199930593,-6.22254429
LRRC24,-0.369481176,-1.238258684,-1.406299966,0.162308887,0.199742848,-5.787354634
POMZP3,-0.211016827,2.918098713,-1.407488377,0.161957236,0.199326012,-6.497064101
LRRC55,-0.371154508,-0.604021709,-1.407976632,0.16181293,0.19916811,-5.873598563
NDFIP1,-0.099208594,7.332236141,-1.410059883,0.161198321,0.198471247,-6.876581967
EP300,-0.127960927,6.798098781,-1.411421589,0.160797552,0.198025276,-6.902037365
CELSR1,-0.169248145,6.981972673,-1.412306932,0.160537392,0.197768104,-6.891826267
IQSEC2,-0.116623203,4.56686194,-1.412441799,0.16049779,0.197735124,-6.825789709
SLC7A2,-0.490070152,5.551556565,-1.41320239,0.160274588,0.197475926,-6.90552666
TPM2,-0.240738836,6.488660305,-1.415689848,0.159546284,0.196657193,-6.908510698
TMED5,-0.128703733,6.839599897,-1.417964382,0.158882543,0.195917419,-6.890918483
LOC283174,-0.44515936,1.300499019,-1.421161401,0.15795319,0.194787025,-6.154333562
SCAND2,-0.113507114,3.365442929,-1.422956631,0.15743316,0.194192347,-6.579869406
C11orf35,-0.253822688,0.642674544,-1.424215344,0.157069329,0.193805618,-6.042990305
KLRA1,-0.246684442,-0.061316172,-1.425768957,0.156621148,0.193283566,-5.929536573
TWF2,-0.12080126,5.836720689,-1.425920838,0.156577387,0.193245037,-6.897249315
HS3ST2,-0.383448968,2.493617599,-1.426674686,0.15636032,0.193008053,-6.374516273
FPR3,-0.302321283,5.214670527,-1.427659692,0.156077041,0.192689249,-6.866302652
PCDHGB5,-0.394274655,2.987662513,-1.427870382,0.1560165,0.192629938,-6.484624466
ZNF286B,-0.209065711,-0.127078691,-1.42819643,0.155922846,0.192529732,-5.916108181
SERF1A,-0.136057698,4.437269127,-1.429660171,0.155502935,0.192026623,-6.784095578
HAS2,-0.378297084,2.609851615,-1.430291313,0.155322145,0.191818741,-6.395058142
PTPMT1,-0.098885262,5.529105249,-1.430472665,0.155270226,0.191769992,-6.880209777
PCDHGA4,-0.380353549,0.927750351,-1.431000533,0.155119182,0.191598797,-6.079875458
EFHA1,-0.108671819,5.228905312,-1.431213555,0.155058259,0.1915389,-6.862229967
PIK3CD,-0.173215482,4.912417896,-1.431911207,0.154858866,0.191323269,-6.836036641
CTNND1,-0.12252971,8.60229134,-1.432163663,0.154786762,0.191249519,-6.773973874
NEURL,-0.464754762,-0.415160594,-1.432412783,0.154715635,0.191176965,-5.867096648
PTCH2,-0.276562543,-1.000775044,-1.433366477,0.154443577,0.190871402,-5.782219241
C9orf37,-0.1096407,2.652992182,-1.434147959,0.154220919,0.190611515,-6.399232691
PTPDC1,-0.143436146,3.278202438,-1.434596424,0.154093256,0.190469004,-6.543052616
CD8A,-0.302807695,3.819015586,-1.435346038,0.153880047,0.190235982,-6.664051476
KBTBD7,-0.161412692,2.612104439,-1.436148114,0.153652168,0.189969505,-6.387270547
ADAM10,-0.129323868,6.474730073,-1.438082616,0.153103623,0.189352073,-6.877314201
BAHCC1,-0.168906165,4.726426032,-1.438445283,0.153000953,0.189255474,-6.808037114
TAB2,-0.091943067,6.700084564,-1.438628648,0.152949064,0.189206476,-6.868055431
LOC728024,-0.126676773,0.140075018,-1.43951255,0.152699123,0.188912451,-5.941331876
IREB2,-0.095648063,5.826253915,-1.443150572,0.151673714,0.187704138,-6.872547009
ZNHIT2,-0.69597703,2.321862042,-1.443620432,0.151541668,0.187585918,-6.313400357
GSTT1,-0.898237855,4.3336332,-1.445153199,0.151111527,0.187083524,-6.746581751
C5orf36,-0.170762761,1.605338789,-1.447128395,0.150558617,0.186443932,-6.168597636
